transition_id,from_grade,to_grade,minutes_since_transition,machine_speed_mpm,speed_change_rate,stock_consistency_pct,consistency_setpoint,steam_pressure_bar,steam_pressure_setpoint,headbox_pressure_kpa,headbox_pressure_setpoint,slice_opening_mm,slice_opening_setpoint,stock_flow_lpm,stock_flow_setpoint,basis_weight_target_gsm,basis_weight_actual_gsm,basis_weight_deviation_gsm
17,Grade_B_Medium,Grade_C_Heavy,23,917.86,14.22,3.839,3.929,5.264,5.137,26.51,26.48,17.96,17.66,3316.7,3304.6,120,120.15,0.151
17,Grade_B_Medium,Grade_C_Heavy,24,920.23,14.22,3.793,3.929,5.232,5.137,25.94,26.48,17.98,17.66,3319.6,3304.6,120,119.33,-0.675
17,Grade_B_Medium,Grade_C_Heavy,25,922.79,14.22,3.806,3.929,5.256,5.137,25.84,26.48,17.89,17.66,3298.9,3304.6,120,119.74,-0.264
17,Grade_B_Medium,Grade_C_Heavy,26,924.94,14.22,3.829,3.929,5.235,5.137,25.73,26.48,17.84,17.66,3362.1,3304.6,120,119.84,-0.165
17,Grade_B_Medium,Grade_C_Heavy,27,926.4,14.22,4.005,3.929,5.252,5.137,25.26,26.48,17.89,17.66,3333.6,3304.6,120,121.16,1.156
17,Grade_B_Medium,Grade_C_Heavy,28,928.28,14.22,3.974,3.929,5.34,5.137,25.61,26.48,17.94,17.66,3341.6,3304.6,120,120.7,0.702
17,Grade_B_Medium,Grade_C_Heavy,29,931.15,14.22,4.029,3.929,5.332,5.137,26.41,26.48,17.98,17.66,3343.2,3304.6,120,121.2,1.202
17,Grade_B_Medium,Grade_C_Heavy,30,933.45,14.22,3.955,3.929,5.311,5.137,26.51,26.48,17.92,17.66,3347.8,3304.6,120,120.75,0.747
17,Grade_B_Medium,Grade_C_Heavy,31,936.51,14.22,3.985,3.929,5.307,5.137,25.96,26.48,18.03,17.66,3339.9,3304.6,120,120.8,0.802
17,Grade_B_Medium,Grade_C_Heavy,32,938.23,14.22,3.954,3.929,5.386,5.137,26.57,26.48,18.03,17.66,3333.7,3304.6,120,121.03,1.03
17,Grade_B_Medium,Grade_C_Heavy,33,940.45,14.22,3.941,3.929,5.386,5.137,26.38,26.48,18.01,17.66,3335.9,3304.6,120,120.95,0.954
17,Grade_B_Medium,Grade_C_Heavy,34,941.84,14.22,3.975,3.929,5.312,5.137,26.16,26.48,17.94,17.66,3306.0,3304.6,120,121.04,1.042
17,Grade_B_Medium,Grade_C_Heavy,35,942.82,14.22,3.935,3.929,5.373,5.137,25.97,26.48,17.89,17.66,3280.5,3304.6,120,120.82,0.818
17,Grade_B_Medium,Grade_C_Heavy,36,945.96,14.22,3.971,3.929,5.387,5.137,26.05,26.48,17.83,17.66,3262.6,3304.6,120,121.11,1.11
17,Grade_B_Medium,Grade_C_Heavy,37,949.02,14.22,3.931,3.929,5.369,5.137,25.97,26.48,17.72,17.66,3271.2,3304.6,120,120.3,0.304
17,Grade_B_Medium,Grade_C_Heavy,38,950.01,14.22,3.857,3.929,5.257,5.137,25.87,26.48,17.71,17.66,3252.7,3304.6,120,120.11,0.11
17,Grade_B_Medium,Grade_C_Heavy,39,952.06,14.22,3.895,3.929,5.236,5.137,25.62,26.48,17.71,17.66,3226.3,3304.6,120,120.13,0.133
17,Grade_B_Medium,Grade_C_Heavy,40,953.07,14.22,3.945,3.929,5.208,5.137,26.13,26.48,17.62,17.66,3217.2,3304.6,120,120.24,0.239
17,Grade_B_Medium,Grade_C_Heavy,41,956.61,14.22,4.026,3.929,5.205,5.137,26.9,26.48,17.6,17.66,3253.4,3304.6,120,120.24,0.235
17,Grade_B_Medium,Grade_C_Heavy,42,959.24,14.22,3.897,3.929,5.132,5.137,27.05,26.48,17.5,17.66,3269.2,3304.6,120,120.21,0.211
17,Grade_B_Medium,Grade_C_Heavy,43,960.78,14.22,3.853,3.929,5.104,5.137,26.6,26.48,17.51,17.66,3275.3,3304.6,120,119.53,-0.467
17,Grade_B_Medium,Grade_C_Heavy,44,964.92,14.22,3.826,3.929,5.19,5.137,26.17,26.48,17.53,17.66,3307.8,3304.6,120,120.11,0.106
17,Grade_B_Medium,Grade_C_Heavy,45,966.55,14.22,3.866,3.929,5.211,5.137,25.99,26.48,17.59,17.66,3354.0,3304.6,120,120.18,0.184
17,Grade_B_Medium,Grade_C_Heavy,46,969.36,14.22,3.907,3.929,5.118,5.137,26.22,26.48,17.52,17.66,3334.3,3304.6,120,120.76,0.764
17,Grade_B_Medium,Grade_C_Heavy,47,971.19,14.22,3.873,3.929,5.188,5.137,25.87,26.48,17.5,17.66,3362.6,3304.6,120,120.02,0.024
17,Grade_B_Medium,Grade_C_Heavy,48,971.45,14.22,3.907,3.929,5.161,5.137,26.55,26.48,17.46,17.66,3383.1,3304.6,120,120.8,0.8
17,Grade_B_Medium,Grade_C_Heavy,49,972.56,14.22,3.9,3.929,5.182,5.137,26.2,26.48,17.5,17.66,3369.6,3304.6,120,120.05,0.052
17,Grade_B_Medium,Grade_C_Heavy,50,974.75,14.22,3.907,3.929,5.188,5.137,25.99,26.48,17.48,17.66,3360.1,3304.6,120,120.13,0.129
17,Grade_B_Medium,Grade_C_Heavy,51,976.36,14.22,3.926,3.929,5.075,5.137,25.74,26.48,17.47,17.66,3333.2,3304.6,120,120.55,0.547
17,Grade_B_Medium,Grade_C_Heavy,52,978.51,14.22,3.935,3.929,5.051,5.137,25.81,26.48,17.39,17.66,3326.1,3304.6,120,119.63,-0.372
17,Grade_B_Medium,Grade_C_Heavy,53,980.31,14.22,3.806,3.929,4.99,5.137,26.46,26.48,17.49,17.66,3356.9,3304.6,120,119.86,-0.139
17,Grade_B_Medium,Grade_C_Heavy,54,983.25,14.22,3.798,3.929,4.94,5.137,26.92,26.48,17.51,17.66,3414.0,3304.6,120,119.27,-0.729
17,Grade_B_Medium,Grade_C_Heavy,55,987.76,14.22,3.806,3.929,5.036,5.137,27.56,26.48,17.44,17.66,3391.0,3304.6,120,119.19,-0.812
17,Grade_B_Medium,Grade_C_Heavy,56,988.41,14.22,3.854,3.929,5.032,5.137,27.47,26.48,17.51,17.66,3335.9,3304.6,120,120.09,0.09
17,Grade_B_Medium,Grade_C_Heavy,57,990.13,14.22,3.89,3.929,5.078,5.137,27.92,26.48,17.52,17.66,3279.7,3304.6,120,119.78,-0.218
17,Grade_B_Medium,Grade_C_Heavy,58,992.5,14.22,3.843,3.929,5.092,5.137,27.63,26.48,17.42,17.66,3299.0,3304.6,120,119.4,-0.604
17,Grade_B_Medium,Grade_C_Heavy,59,994.15,14.22,3.83,3.929,5.169,5.137,27.5,26.48,17.45,17.66,3288.5,3304.6,120,119.79,-0.205
18,Grade_D_Specialty,Grade_C_Heavy,0,967.32,17.71,3.951,4.087,2.676,3.047,23.27,24.65,19.88,19.96,5639.2,5626.8,120,120.34,0.341
18,Grade_D_Specialty,Grade_C_Heavy,1,968.29,17.71,3.963,4.087,2.632,3.047,23.36,24.65,19.83,19.96,5647.5,5626.8,120,119.72,-0.282
18,Grade_D_Specialty,Grade_C_Heavy,2,970.97,17.71,4.006,4.087,2.72,3.047,23.18,24.65,19.84,19.96,5650.1,5626.8,120,120.99,0.989
18,Grade_D_Specialty,Grade_C_Heavy,3,971.85,17.71,3.97,4.087,2.914,3.047,23.22,24.65,19.7,19.96,5633.2,5626.8,120,119.51,-0.493
18,Grade_D_Specialty,Grade_C_Heavy,4,974.79,17.71,4.025,4.087,2.87,3.047,23.17,24.65,19.8,19.96,5588.8,5626.8,120,120.03,0.029
18,Grade_D_Specialty,Grade_C_Heavy,5,977.18,17.71,3.995,4.087,2.867,3.047,22.82,24.65,19.83,19.96,5588.9,5626.8,120,120.47,0.468
18,Grade_D_Specialty,Grade_C_Heavy,6,980.07,17.71,4.016,4.087,2.794,3.047,23.2,24.65,19.82,19.96,5588.5,5626.8,120,120.57,0.573
18,Grade_D_Specialty,Grade_C_Heavy,7,981.87,17.71,4.092,4.087,2.901,3.047,23.64,24.65,19.76,19.96,5537.7,5626.8,120,120.94,0.937
18,Grade_D_Specialty,Grade_C_Heavy,8,984.66,17.71,4.054,4.087,2.983,3.047,23.4,24.65,19.74,19.96,5559.7,5626.8,120,120.11,0.115
18,Grade_D_Specialty,Grade_C_Heavy,9,987.18,17.71,4.113,4.087,3.001,3.047,24.02,24.65,19.85,19.96,5566.6,5626.8,120,119.97,-0.027
18,Grade_D_Specialty,Grade_C_Heavy,10,988.51,17.71,4.148,4.087,2.912,3.047,23.95,24.65,19.89,19.96,5609.4,5626.8,120,120.65,0.65
18,Grade_D_Specialty,Grade_C_Heavy,11,990.4,17.71,4.138,4.087,2.944,3.047,23.96,24.65,19.98,19.96,5591.1,5626.8,120,120.82,0.821
18,Grade_D_Specialty,Grade_C_Heavy,12,993.59,17.71,4.112,4.087,3.002,3.047,24.09,24.65,20.04,19.96,5599.6,5626.8,120,120.87,0.872
18,Grade_D_Specialty,Grade_C_Heavy,13,995.48,17.71,4.077,4.087,3.079,3.047,24.4,24.65,19.95,19.96,5606.8,5626.8,120,119.85,-0.146
18,Grade_D_Specialty,Grade_C_Heavy,14,997.45,17.71,4.127,4.087,3.069,3.047,24.47,24.65,19.71,19.96,5599.0,5626.8,120,120.93,0.933
18,Grade_D_Specialty,Grade_C_Heavy,15,1000.67,17.71,4.17,4.087,3.055,3.047,24.42,24.65,19.63,19.96,5596.7,5626.8,120,120.49,0.494
18,Grade_D_Specialty,Grade_C_Heavy,16,1001.11,17.71,4.106,4.087,3.145,3.047,24.34,24.65,19.68,19.96,5586.8,5626.8,120,120.11,0.108
18,Grade_D_Specialty,Grade_C_Heavy,17,1004.89,17.71,3.995,4.087,3.104,3.047,24.35,24.65,19.73,19.96,5572.7,5626.8,120,119.47,-0.533
18,Grade_D_Specialty,Grade_C_Heavy,18,1006.58,17.71,3.969,4.087,3.053,3.047,24.76,24.65,19.65,19.96,5585.6,5626.8,120,119.97,-0.03
18,Grade_D_Specialty,Grade_C_Heavy,19,1010.39,17.71,3.976,4.087,3.1,3.047,24.68,24.65,19.72,19.96,5552.2,5626.8,120,119.0,-1.0
18,Grade_D_Specialty,Grade_C_Heavy,20,1013.5,17.71,4.011,4.087,3.124,3.047,24.47,24.65,19.86,19.96,5548.1,5626.8,120,120.24,0.235
18,Grade_D_Specialty,Grade_C_Heavy,21,1016.87,17.71,4.106,4.087,3.099,3.047,24.23,24.65,19.75,19.96,5594.8,5626.8,120,120.68,0.68
18,Grade_D_Specialty,Grade_C_Heavy,22,1020.07,17.71,4.26,4.087,3.114,3.047,23.75,24.65,19.76,19.96,5573.6,5626.8,120,121.02,1.022
18,Grade_D_Specialty,Grade_C_Heavy,23,1022.24,17.71,4.21,4.087,3.025,3.047,24.47,24.65,19.8,19.96,5573.3,5626.8,120,121.06,1.063
18,Grade_D_Specialty,Grade_C_Heavy,24,1025.47,17.71,4.209,4.087,3.068,3.047,24.55,24.65,19.87,19.96,5597.5,5626.8,120,120.96,0.958
18,Grade_D_Specialty,Grade_C_Heavy,25,1027.86,17.71,4.271,4.087,3.038,3.047,24.71,24.65,19.91,19.96,5585.2,5626.8,120,120.81,0.81
18,Grade_D_Specialty,Grade_C_Heavy,26,1030.09,17.71,4.224,4.087,2.951,3.047,24.44,24.65,19.94,19.96,5621.0,5626.8,120,120.99,0.989
18,Grade_D_Specialty,Grade_C_Heavy,27,1029.63,17.71,4.24,4.087,2.925,3.047,24.65,24.65,19.94,19.96,5616.8,5626.8,120,120.77,0.767
18,Grade_D_Specialty,Grade_C_Heavy,28,1032.26,17.71,4.289,4.087,2.934,3.047,25.08,24.65,20.02,19.96,5634.4,5626.8,120,120.45,0.455
18,Grade_D_Specialty,Grade_C_Heavy,29,1036.25,17.71,4.242,4.087,2.986,3.047,24.65,24.65,19.92,19.96,5683.1,5626.8,120,120.68,0.682
18,Grade_D_Specialty,Grade_C_Heavy,30,1040.29,17.71,4.229,4.087,2.965,3.047,24.63,24.65,19.82,19.96,5677.1,5626.8,120,120.51,0.51
18,Grade_D_Specialty,Grade_C_Heavy,31,1042.47,17.71,4.258,4.087,2.987,3.047,24.04,24.65,19.9,19.96,5671.9,5626.8,120,120.83,0.825
18,Grade_D_Specialty,Grade_C_Heavy,32,1046.02,17.71,4.229,4.087,2.922,3.047,24.84,24.65,19.9,19.96,5665.4,5626.8,120,120.64,0.639
18,Grade_D_Specialty,Grade_C_Heavy,33,1050.09,17.71,4.186,4.087,2.839,3.047,24.55,24.65,20.02,19.96,5682.3,5626.8,120,120.39,0.388
18,Grade_D_Specialty,Grade_C_Heavy,34,1054.4,17.71,4.212,4.087,2.84,3.047,24.49,24.65,20.04,19.96,5656.0,5626.8,120,120.52,0.523
18,Grade_D_Specialty,Grade_C_Heavy,35,1057.42,17.71,4.112,4.087,2.845,3.047,24.39,24.65,20.11,19.96,5606.9,5626.8,120,119.83,-0.167
18,Grade_D_Specialty,Grade_C_Heavy,36,1059.5,17.71,4.157,4.087,2.859,3.047,25.13,24.65,20.15,19.96,5598.7,5626.8,120,120.27,0.274
18,Grade_D_Specialty,Grade_C_Heavy,37,1061.73,17.71,4.192,4.087,2.794,3.047,24.75,24.65,20.17,19.96,5632.1,5626.8,120,119.52,-0.478
18,Grade_D_Specialty,Grade_C_Heavy,38,1066.04,17.71,4.172,4.087,2.701,3.047,23.54,24.65,20.02,19.96,5631.1,5626.8,120,119.97,-0.035
18,Grade_D_Specialty,Grade_C_Heavy,39,1069.46,17.71,4.135,4.087,2.662,3.047,23.49,24.65,20.02,19.96,5636.4,5626.8,120,119.48,-0.52
18,Grade_D_Specialty,Grade_C_Heavy,40,1073.2,17.71,4.098,4.087,2.641,3.047,23.39,24.65,20.1,19.96,5632.2,5626.8,120,119.3,-0.702
18,Grade_D_Specialty,Grade_C_Heavy,41,1076.96,17.71,4.204,4.087,2.686,3.047,24.01,24.65,20.17,19.96,5616.5,5626.8,120,120.08,0.084
18,Grade_D_Specialty,Grade_C_Heavy,42,1078.08,17.71,4.18,4.087,2.677,3.047,23.91,24.65,20.09,19.96,5610.3,5626.8,120,120.11,0.105
18,Grade_D_Specialty,Grade_C_Heavy,43,1080.59,17.71,4.075,4.087,2.662,3.047,23.37,24.65,20.09,19.96,5624.6,5626.8,120,119.52,-0.479
18,Grade_D_Specialty,Grade_C_Heavy,44,1082.31,17.71,4.089,4.087,2.665,3.047,23.05,24.65,20.14,19.96,5645.2,5626.8,120,119.86,-0.14
18,Grade_D_Specialty,Grade_C_Heavy,45,1084.23,17.71,4.148,4.087,2.666,3.047,23.47,24.65,20.08,19.96,5637.8,5626.8,120,118.93,-1.068
18,Grade_D_Specialty,Grade_C_Heavy,46,1086.53,17.71,4.145,4.087,2.671,3.047,24.29,24.65,19.98,19.96,5622.6,5626.8,120,119.44,-0.561
18,Grade_D_Specialty,Grade_C_Heavy,47,1088.51,17.71,4.19,4.087,2.79,3.047,24.04,24.65,19.92,19.96,5594.1,5626.8,120,120.52,0.521
18,Grade_D_Specialty,Grade_C_Heavy,48,1092.51,17.71,4.172,4.087,2.727,3.047,23.58,24.65,19.93,19.96,5611.1,5626.8,120,119.18,-0.823
18,Grade_D_Specialty,Grade_C_Heavy,49,1094.78,17.71,4.243,4.087,2.74,3.047,24.28,24.65,19.99,19.96,5585.6,5626.8,120,120.1,0.104
18,Grade_D_Specialty,Grade_C_Heavy,50,1097.28,17.71,4.177,4.087,2.706,3.047,24.92,24.65,19.91,19.96,5616.7,5626.8,120,119.78,-0.22
18,Grade_D_Specialty,Grade_C_Heavy,51,1099.91,17.71,4.194,4.087,2.697,3.047,25.12,24.65,19.75,19.96,5628.7,5626.8,120,119.15,-0.853
18,Grade_D_Specialty,Grade_C_Heavy,52,1102.29,17.71,4.224,4.087,2.763,3.047,24.56,24.65,19.68,19.96,5611.3,5626.8,120,120.25,0.246
18,Grade_D_Specialty,Grade_C_Heavy,53,1102.51,17.71,4.207,4.087,2.804,3.047,24.45,24.65,19.75,19.96,5618.4,5626.8,120,119.99,-0.006
18,Grade_D_Specialty,Grade_C_Heavy,54,1102.84,17.71,4.199,4.087,2.766,3.047,24.24,24.65,19.81,19.96,5654.7,5626.8,120,120.15,0.149
18,Grade_D_Specialty,Grade_C_Heavy,55,1106.17,17.71,4.114,4.087,2.803,3.047,24.26,24.65,19.92,19.96,5638.4,5626.8,120,119.72,-0.277
18,Grade_D_Specialty,Grade_C_Heavy,56,1110.09,17.71,4.106,4.087,2.756,3.047,25.32,24.65,19.84,19.96,5635.6,5626.8,120,119.84,-0.162
18,Grade_D_Specialty,Grade_C_Heavy,57,1113.07,17.71,4.094,4.087,2.769,3.047,25.16,24.65,19.76,19.96,5688.5,5626.8,120,119.71,-0.293
18,Grade_D_Specialty,Grade_C_Heavy,58,1116.44,17.71,4.077,4.087,2.77,3.047,24.92,24.65,19.66,19.96,5678.3,5626.8,120,119.52,-0.479
18,Grade_D_Specialty,Grade_C_Heavy,59,1120.51,17.71,4.018,4.087,2.757,3.047,24.54,24.65,19.8,19.96,5651.4,5626.8,120,119.51,-0.486
19,Grade_B_Medium,Grade_A_Light,0,609.04,13.02,3.22,3.125,5.098,5.332,30.65,31.78,20.87,20.57,3428.3,3473.2,45,46.4,1.396
19,Grade_B_Medium,Grade_A_Light,1,611.18,13.02,3.288,3.125,5.053,5.332,30.76,31.78,20.9,20.57,3428.0,3473.2,45,46.63,1.63
19,Grade_B_Medium,Grade_A_Light,2,612.62,13.02,3.372,3.125,5.203,5.332,30.97,31.78,20.91,20.57,3462.3,3473.2,45,46.46,1.456
19,Grade_B_Medium,Grade_A_Light,3,612.99,13.02,3.405,3.125,5.23,5.332,30.96,31.78,20.87,20.57,3403.8,3473.2,45,46.81,1.812
19,Grade_B_Medium,Grade_A_Light,4,614.04,13.02,3.417,3.125,5.298,5.332,31.28,31.78,20.88,20.57,3373.3,3473.2,45,47.14,2.143
19,Grade_B_Medium,Grade_A_Light,5,616.75,13.02,3.445,3.125,5.427,5.332,30.65,31.78,20.81,20.57,3364.7,3473.2,45,47.23,2.232
19,Grade_B_Medium,Grade_A_Light,6,618.72,13.02,3.394,3.125,5.482,5.332,30.32,31.78,20.71,20.57,3350.0,3473.2,45,46.81,1.808
19,Grade_B_Medium,Grade_A_Light,7,619.2,13.02,3.36,3.125,5.46,5.332,30.15,31.78,20.76,20.57,3360.8,3473.2,45,47.09,2.095
19,Grade_B_Medium,Grade_A_Light,8,620.92,13.02,3.33,3.125,5.416,5.332,30.31,31.78,20.8,20.57,3361.8,3473.2,45,46.67,1.672
19,Grade_B_Medium,Grade_A_Light,9,621.9,13.02,3.344,3.125,5.374,5.332,30.8,31.78,20.78,20.57,3410.9,3473.2,45,46.17,1.166
19,Grade_B_Medium,Grade_A_Light,10,622.08,13.02,3.287,3.125,5.288,5.332,30.35,31.78,20.81,20.57,3417.1,3473.2,45,45.97,0.971
19,Grade_B_Medium,Grade_A_Light,11,623.57,13.02,3.237,3.125,5.39,5.332,30.19,31.78,20.68,20.57,3442.6,3473.2,45,46.01,1.011
19,Grade_B_Medium,Grade_A_Light,12,627.97,13.02,3.198,3.125,5.436,5.332,30.79,31.78,20.63,20.57,3427.1,3473.2,45,46.19,1.19
19,Grade_B_Medium,Grade_A_Light,13,630.61,13.02,3.118,3.125,5.36,5.332,29.87,31.78,20.67,20.57,3425.1,3473.2,45,45.33,0.332
19,Grade_B_Medium,Grade_A_Light,14,630.53,13.02,3.064,3.125,5.329,5.332,29.79,31.78,20.67,20.57,3444.5,3473.2,45,45.9,0.901
19,Grade_B_Medium,Grade_A_Light,15,632.46,13.02,3.127,3.125,5.28,5.332,29.32,31.78,20.63,20.57,3407.4,3473.2,45,45.19,0.187
19,Grade_B_Medium,Grade_A_Light,16,633.48,13.02,3.029,3.125,5.388,5.332,29.35,31.78,20.49,20.57,3436.5,3473.2,45,44.69,-0.314
19,Grade_B_Medium,Grade_A_Light,17,636.74,13.02,3.004,3.125,5.351,5.332,29.73,31.78,20.55,20.57,3459.4,3473.2,45,44.78,-0.219
19,Grade_B_Medium,Grade_A_Light,18,639.33,13.02,3.056,3.125,5.362,5.332,29.88,31.78,20.43,20.57,3475.7,3473.2,45,45.09,0.085
19,Grade_B_Medium,Grade_A_Light,19,640.78,13.02,3.128,3.125,5.274,5.332,30.73,31.78,20.45,20.57,3483.4,3473.2,45,45.14,0.142
19,Grade_B_Medium,Grade_A_Light,20,640.74,13.02,3.121,3.125,5.299,5.332,31.1,31.78,20.44,20.57,3427.6,3473.2,45,44.62,-0.384
19,Grade_B_Medium,Grade_A_Light,21,645.15,13.02,3.067,3.125,5.387,5.332,30.8,31.78,20.44,20.57,3447.8,3473.2,45,44.78,-0.22
19,Grade_B_Medium,Grade_A_Light,22,649.02,13.02,3.078,3.125,5.41,5.332,30.79,31.78,20.51,20.57,3489.8,3473.2,45,45.19,0.187
19,Grade_B_Medium,Grade_A_Light,23,653.04,13.02,3.053,3.125,5.45,5.332,31.08,31.78,20.43,20.57,3493.5,3473.2,45,45.18,0.18
19,Grade_B_Medium,Grade_A_Light,24,653.97,13.02,3.079,3.125,5.449,5.332,31.12,31.78,20.44,20.57,3489.2,3473.2,45,45.14,0.144
19,Grade_B_Medium,Grade_A_Light,25,656.09,13.02,3.053,3.125,5.599,5.332,30.63,31.78,20.4,20.57,3475.0,3473.2,45,46.04,1.039
19,Grade_B_Medium,Grade_A_Light,26,656.46,13.02,3.083,3.125,5.593,5.332,30.87,31.78,20.52,20.57,3505.2,3473.2,45,45.36,0.363
19,Grade_B_Medium,Grade_A_Light,27,658.65,13.02,2.994,3.125,5.578,5.332,30.65,31.78,20.51,20.57,3459.8,3473.2,45,45.12,0.119
19,Grade_B_Medium,Grade_A_Light,28,658.57,13.02,3.018,3.125,5.485,5.332,30.42,31.78,20.61,20.57,3475.9,3473.2,45,45.36,0.357
19,Grade_B_Medium,Grade_A_Light,29,662.39,13.02,2.992,3.125,5.562,5.332,29.97,31.78,20.66,20.57,3463.3,3473.2,45,44.59,-0.413
19,Grade_B_Medium,Grade_A_Light,30,665.08,13.02,3.055,3.125,5.599,5.332,30.24,31.78,20.66,20.57,3477.4,3473.2,45,45.39,0.391
19,Grade_B_Medium,Grade_A_Light,31,667.68,13.02,3.074,3.125,5.628,5.332,29.74,31.78,20.64,20.57,3442.4,3473.2,45,45.4,0.404
19,Grade_B_Medium,Grade_A_Light,32,671.61,13.02,3.056,3.125,5.612,5.332,30.25,31.78,20.47,20.57,3432.4,3473.2,45,45.3,0.3
19,Grade_B_Medium,Grade_A_Light,33,670.08,13.02,3.016,3.125,5.656,5.332,30.8,31.78,20.51,20.57,3458.6,3473.2,45,45.21,0.205
19,Grade_B_Medium,Grade_A_Light,34,672.7,13.02,3.013,3.125,5.637,5.332,30.65,31.78,20.62,20.57,3498.1,3473.2,45,45.65,0.652
19,Grade_B_Medium,Grade_A_Light,35,674.17,13.02,2.979,3.125,5.689,5.332,30.98,31.78,20.64,20.57,3479.8,3473.2,45,45.21,0.212
19,Grade_B_Medium,Grade_A_Light,36,674.82,13.02,3.028,3.125,5.743,5.332,31.71,31.78,20.69,20.57,3444.5,3473.2,45,45.38,0.385
19,Grade_B_Medium,Grade_A_Light,37,679.34,13.02,2.996,3.125,5.707,5.332,32.28,31.78,20.73,20.57,3509.4,3473.2,45,45.02,0.016
19,Grade_B_Medium,Grade_A_Light,38,680.1,13.02,3.073,3.125,5.605,5.332,32.15,31.78,20.7,20.57,3531.7,3473.2,45,45.7,0.705
19,Grade_B_Medium,Grade_A_Light,39,682.6,13.02,3.059,3.125,5.656,5.332,33.73,31.78,20.75,20.57,3528.3,3473.2,45,45.1,0.099
19,Grade_B_Medium,Grade_A_Light,40,683.79,13.02,3.056,3.125,5.598,5.332,33.53,31.78,20.87,20.57,3554.0,3473.2,45,45.45,0.446
19,Grade_B_Medium,Grade_A_Light,41,684.3,13.02,3.131,3.125,5.574,5.332,32.66,31.78,20.9,20.57,3571.6,3473.2,45,44.96,-0.044
19,Grade_B_Medium,Grade_A_Light,42,685.26,13.02,3.125,3.125,5.599,5.332,32.37,31.78,20.8,20.57,3579.9,3473.2,45,45.65,0.646
19,Grade_B_Medium,Grade_A_Light,43,687.86,13.02,3.07,3.125,5.496,5.332,32.61,31.78,20.8,20.57,3592.3,3473.2,45,45.24,0.239
19,Grade_B_Medium,Grade_A_Light,44,688.86,13.02,3.144,3.125,5.392,5.332,33.03,31.78,20.88,20.57,3601.9,3473.2,45,45.39,0.391
19,Grade_B_Medium,Grade_A_Light,45,689.83,13.02,3.131,3.125,5.309,5.332,32.52,31.78,20.9,20.57,3605.3,3473.2,45,45.06,0.061
19,Grade_B_Medium,Grade_A_Light,46,692.6,13.02,3.153,3.125,5.402,5.332,32.67,31.78,20.95,20.57,3604.0,3473.2,45,46.02,1.021
19,Grade_B_Medium,Grade_A_Light,47,693.01,13.02,3.144,3.125,5.394,5.332,32.48,31.78,20.95,20.57,3606.8,3473.2,45,45.75,0.754
19,Grade_B_Medium,Grade_A_Light,48,694.75,13.02,3.105,3.125,5.455,5.332,32.55,31.78,20.83,20.57,3588.6,3473.2,45,44.88,-0.124
19,Grade_B_Medium,Grade_A_Light,49,696.74,13.02,3.097,3.125,5.41,5.332,33.11,31.78,20.71,20.57,3594.7,3473.2,45,46.17,1.165
19,Grade_B_Medium,Grade_A_Light,50,699.99,13.02,3.099,3.125,5.336,5.332,32.43,31.78,20.66,20.57,3565.4,3473.2,45,44.94,-0.06
19,Grade_B_Medium,Grade_A_Light,51,701.55,13.02,3.097,3.125,5.365,5.332,31.87,31.78,20.6,20.57,3552.2,3473.2,45,45.1,0.103
19,Grade_B_Medium,Grade_A_Light,52,705.71,13.02,3.112,3.125,5.266,5.332,32.03,31.78,20.64,20.57,3541.1,3473.2,45,44.64,-0.364
19,Grade_B_Medium,Grade_A_Light,53,709.77,13.02,3.06,3.125,5.311,5.332,32.09,31.78,20.68,20.57,3577.0,3473.2,45,45.18,0.177
19,Grade_B_Medium,Grade_A_Light,54,711.05,13.02,3.123,3.125,5.274,5.332,32.12,31.78,20.57,20.57,3540.8,3473.2,45,45.13,0.133
19,Grade_B_Medium,Grade_A_Light,55,713.45,13.02,3.038,3.125,5.309,5.332,31.76,31.78,20.67,20.57,3525.2,3473.2,45,44.35,-0.646
19,Grade_B_Medium,Grade_A_Light,56,715.49,13.02,3.003,3.125,5.387,5.332,31.76,31.78,20.65,20.57,3534.8,3473.2,45,44.38,-0.623
19,Grade_B_Medium,Grade_A_Light,57,715.9,13.02,3.038,3.125,5.317,5.332,31.32,31.78,20.71,20.57,3541.8,3473.2,45,44.34,-0.662
19,Grade_B_Medium,Grade_A_Light,58,717.11,13.02,3.003,3.125,5.424,5.332,31.73,31.78,20.66,20.57,3549.3,3473.2,45,44.34,-0.657
19,Grade_B_Medium,Grade_A_Light,59,718.25,13.02,3.023,3.125,5.444,5.332,31.7,31.78,20.67,20.57,3543.7,3473.2,45,44.87,-0.134
20,Grade_B_Medium,Grade_A_Light,0,769.73,20.37,4.316,4.113,2.59,2.603,37.3,37.92,12.33,12.31,3576.2,3625.2,45,47.43,2.429
20,Grade_B_Medium,Grade_A_Light,1,772.97,20.37,4.32,4.113,2.547,2.603,37.44,37.92,12.35,12.31,3542.2,3625.2,45,47.38,2.376
20,Grade_B_Medium,Grade_A_Light,2,775.97,20.37,4.302,4.113,2.554,2.603,37.59,37.92,12.45,12.31,3521.0,3625.2,45,46.98,1.975
20,Grade_B_Medium,Grade_A_Light,3,779.82,20.37,4.303,4.113,2.585,2.603,38.73,37.92,12.49,12.31,3559.7,3625.2,45,47.09,2.088
20,Grade_B_Medium,Grade_A_Light,4,781.69,20.37,4.265,4.113,2.629,2.603,38.81,37.92,12.5,12.31,3560.9,3625.2,45,46.89,1.889
